,AssistorName,AssistorX,AssistorY,ScorerName,ScorerX,ScorerY,PassDefenderName,PassDefenderX,PassDefenderY,ShotDefenderName,ShotDefenderX,ShotDefenderY,TeamName,OtherTeamName,LocationScorer,LocationAssistor
3622,203459.0,16.78667,34.89326,203090.0,5.887469999999993,47.81356,201145.0,38.29324,13.55845,201145.0,43.287369999999996,6.805439999999999,POR,LAC,Corner3,Midrange2
3623,203459.0,24.706680000000006,9.980809999999998,203468.0,33.2119,24.97742,201596.0,24.834289999999996,30.86755,201596.0,22.46283000000001,26.588690000000003,POR,MIA,AboveTheBreak3,AboveTheBreak3
3624,203459.0,15.502899999999997,33.48113,202329.0,8.284949999999995,47.9076,2216.0,40.9243,14.33599,2216.0,40.60786999999998,7.08489,POR,MEM,Corner3,Midrange2
3625,203459.0,11.649230000000003,9.812199999999997,203486.0,13.370330000000024,21.709559999999996,201145.0,35.29423,38.82969,201144.0,35.21373,26.87429,POR,LAC,Midrange2,Corner2
3626,203468.0,22.448930000000004,43.55474,203081.0,3.9865900000000067,47.69215,2440.0,36.85919,13.92066,201144.0,44.396100000000004,14.04854,POR,MEM,Corner3,AboveTheBreak3
3627,202329.0,12.71126,20.4613,203468.0,20.95568,5.63134,201584.0,12.89375,16.396910000000002,201584.0,12.88656,9.34213,POR,CHA,AboveTheBreak3,Paint
3628,2216.0,14.452770000000001,9.576590000000003,201596.0,30.149669999999993,29.3339,202334.0,37.10540999999998,37.06621,203081.0,28.023259999999993,29.28139,,POR,AboveTheBreak3,Midrange2
3629,203468.0,30.92155,42.57166,203459.0,11.18013,46.72033,2754.0,27.01227,37.93514,201584.0,12.5152,39.75471,POR,MEM,Corner2,AboveTheBreak3
3630,201596.0,6.3688199999999995,38.30091,201188.0,20.442999999999998,36.74129,203468.0,42.02015,13.20113,203086.0,39.436040000000006,19.50628,,POR,Midrange2,Corner2
3631,2216.0,9.389130000000023,16.649679999999996,201144.0,30.026560000000003,22.51806,202329.0,39.99852,31.30317,203081.0,27.074060000000003,21.96649,MEM,POR,AboveTheBreak3,Corner2
3632,203081.0,28.94534,45.69998,202329.0,30.02607,25.37795,2754.0,26.98291,42.67417,2216.0,24.14061,30.64624,POR,MEM,AboveTheBreak3,AboveTheBreak3
3633,201144.0,25.552880000000002,41.95668,201188.0,26.27413,22.526159999999994,203081.0,23.15419,10.11574,203086.0,31.775180000000006,26.4443,MEM,POR,Midrange2,AboveTheBreak3
3634,203086.0,9.319400000000002,27.75737,201596.0,31.483960000000003,24.60762,203210.0,40.6806,22.24263,204025.0,22.983850000000004,24.91105,,MEM,AboveTheBreak3,Paint
3635,202696.0,11.356920000000002,14.803809999999999,202699.0,29.332859999999997,29.77252,203458.0,39.610200000000006,33.94341,200782.0,32.98461999999998,22.61956,,PHX,AboveTheBreak3,Corner2
3636,203901.0,36.48183,31.97776,101112.0,25.581500000000005,10.0959,203458.0,9.338810000000002,25.81766,202720.0,29.757409999999993,34.16012,,PHX,AboveTheBreak3,AboveTheBreak3
